,value,supplier_name,publish_date,agency_name
967364,379995.0,Reputation Pty Ltd,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967365,15000.0,Hays Specialist Recruitment (AUST),2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967366,34955.8,LeasePlan Australia Ltd,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967368,313500.0,DEAKIN UNIVERSITY,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967370,624681.0,Department of Defence,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967371,27346.0,BEHAVIOURAL TRAINING GROUP,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967372,75028.53,Hays Specialist Recruitment (AUST),2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967373,69053.6,XTEK LIMITED,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967374,45001.0,Porter Novelli Australia P/L,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967375,55000.0,PROFIT CORPORATE HEALTH,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967376,36300.0,HANSEN & SEARSON,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967378,13200.0,D'ARCY CONSULTING GROUP PTY LTD,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967380,13530.0,Land & Marine Consultants Pty Ltd,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967381,11550.0,Clayton Utz Canberra,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967383,22000.0,Hays Specialist Recruitment (AUST),2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967385,10560.0,CAMILLA WEBSTER,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
967386,27355.13,AUST GOVT SOLICITOR-CENTRAL OFF,2008-05-27,Department of Infrastructure Transport Regional Development and Local Government
970277,32645.8,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970279,29333.92,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970282,40000.0,Asia Pacific Maritime Institute Pty,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970284,23870.0,Meyrick Consulting Group Pty Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970286,27500.0,Australian Postal Corporation,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970287,11710.4,ABSOLUTE CABLING SYSTEMS PTY LTD,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970288,37115.0,TASKey Pty Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970289,27750.0,ALPHAWEST SERVICES PTY LTD,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970290,14513.95,Russell Fraser Sales P/L,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970291,49995.0,Jigsaw Strategic Research P/L,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970292,25000.0,MARK WIGGINS,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970293,17428.31,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970295,30123.5,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970296,31460.0,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970298,28206.0,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970299,25768.01,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970300,30547.0,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970301,43257.01,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970302,24643.88,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970303,28985.0,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970304,32761.08,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970305,37785.25,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
970307,40087.3,LeasePlan Australia Ltd,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
971452,10051.28,QANTAS,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
971457,10209.62,QANTAS,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
971461,10468.75,QANTAS,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
971466,10522.98,QANTAS,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
971470,11329.81,HRG Australia,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
971472,11329.81,HRG Australia,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
971488,15878.46,HRG Australia,2008-06-05,Department of Infrastructure Transport Regional Development and Local Government
974256,51958.5,GE Security Pty Ltd,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974258,13200.0,NAVIGATE PTY LTD,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974260,13563.0,Pitney Bowes Business Mapinfo Aust,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974262,10450.0,The Trustee for Office Project Serv,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974265,23404.27,InfoHRM Pty Ltd,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974267,274131.26,UNIVERSAL McCANN,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974269,69140.5,Workplace Research Associates,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974271,27620.0,Hays Specialist Recruitment (AUST),2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974273,19045.13,Hays Specialist Recruitment (AUST),2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974274,41400.0,Morris Walker,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974276,33000.0,Porter Novelli Australia P/L,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974277,11000.0,KOWALSKI RECRUITMENT PTY LTD,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
974278,13450.0,Clayton Utz Canberra,2008-06-10,Department of Infrastructure Transport Regional Development and Local Government
977523,25700.0,AUST GOVT SOLICITOR-CENTRAL OFF,2008-06-18,Department of Infrastructure Transport Regional Development and Local Government
977525,11000.0,AUST GOVT SOLICITOR-CENTRAL OFF,2008-06-18,Department of Infrastructure Transport Regional Development and Local Government
981223,24090.0,KPMG,2008-06-24,Department of Infrastructure Transport Regional Development and Local Government
981225,13200.0,D'ARCY CONSULTING GROUP PTY LTD,2008-06-24,Department of Infrastructure Transport Regional Development and Local Government
981227,54986.8,SCIMATRIX CONSULTING GROUP,2008-06-24,Department of Infrastructure Transport Regional Development and Local Government
981229,100000.0,Price Waterhouse Coopers,2008-06-24,Department of Infrastructure Transport Regional Development and Local Government
981231,27500.0,Hays Specialist Recruitment (AUST),2008-06-24,Department of Infrastructure Transport Regional Development and Local Government
981233,11500.01,Hays Specialist Recruitment (AUST),2008-06-24,Department of Infrastructure Transport Regional Development and Local Government
981235,13200.0,Clayton Utz Canberra,2008-06-24,Department of Infrastructure Transport Regional Development and Local Government
981238,164658.18,AIRSERVICES AUSTRALIA,2008-06-24,Department of Infrastructure Transport Regional Development and Local Government
983528,19899.72,SPSS AUSTRALASIA Pty Ltd,2008-07-01,Department of Infrastructure Transport Regional Development and Local Government
983530,40770.99,Vedior Asia Pacific Pty Limited,2008-07-01,Department of Infrastructure Transport Regional Development and Local Government
983532,61600.0,AUSTRALIAN PUBLIC SERVICE COMMISSIO,2008-07-01,Department of Infrastructure Transport Regional Development and Local Government
983534,15500.0,Hays Specialist Recruitment (AUST),2008-07-01,Department of Infrastructure Transport Regional Development and Local Government
983536,48642.0,Collective Resources IT Recruitment,2008-07-01,Department of Infrastructure Transport Regional Development and Local Government
983538,57805.0,Orbital Australia Pty Ltd,2008-07-01,Department of Infrastructure Transport Regional Development and Local Government
983542,20324.7,LeasePlan Australia Ltd,2008-07-01,Department of Infrastructure Transport Regional Development and Local Government
983544,12160.5,Hays Specialist Recruitment (AUST),2008-07-01,Department of Infrastructure Transport Regional Development and Local Government
